Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit 
41398,103323,201608,2016,8,27,7:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11884,Africa,East Africa,Tanzania,Puerto Rico,2016,8,29,First Class,1,400,0.03,200
41816,104395,201609,2016,9,2,9:39,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3327,Africa,North Africa,Morocco,Puerto Rico,2016,9,4,First Class,1,400,0.13,200
41816,104397,201609,2016,9,2,9:39,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3327,Africa,North Africa,Morocco,Puerto Rico,2016,9,4,First Class,1,400,0.12,200
45278,113127,201610,2016,10,22,22:32,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,760,Europe,Eastern Europe,Russia,Puerto Rico,2016,10,24,First Class,1,400,0.12,200
49895,124761,201612,2016,12,29,8:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4679,Pacific Asia,South Asia,Iran,Puerto Rico,2016,12,31,First Class,1,400,0.02,200
49895,124758,201612,2016,12,29,8:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4679,Pacific Asia,South Asia,Iran,Puerto Rico,2016,12,31,First Class,1,400,0.03,200
49965,124907,201612,2016,12,30,8:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11472,Africa,Central Africa,Angola,Puerto Rico,2017,1,1,First Class,1,400,0.07,200
53295,133161,201702,2017,2,16,23:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8009,LATAM,South America,Brazil,Puerto Rico,2017,2,18,First Class,1,400,0.16,200
59998,150173,201705,2017,5,25,19:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6063,LATAM,Central America,Mexico,Puerto Rico,2017,5,27,First Class,1,400,0.17,200
61556,153918,201706,2017,6,17,13:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3070,LATAM,South America,Brazil,Puerto Rico,2017,6,19,First Class,1,400,0.02,200
65838,164540,201708,2017,8,19,1:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5913,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,8,21,First Class,1,400,0.25,200
65838,164541,201708,2017,8,19,1:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5913,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,8,21,First Class,1,400,0.2,200
65875,164626,201708,2017,8,19,14:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9180,Europe,Western Europe,France,Puerto Rico,2017,8,21,First Class,1,400,0.07,200
65913,164715,201708,2017,8,20,3:54,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11771,Europe,Western Europe,France,Puerto Rico,2017,8,22,First Class,1,400,0.17,200
67271,168129,201709,2017,9,8,23:40,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11614,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,9,10,First Class,1,400,0.01,200
11076,27728,201506,2015,6,11,16:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,328,Europe,Western Europe,France,Puerto Rico,2015,6,13,Second Class,2,400,0.18,200
11076,27727,201506,2015,6,11,16:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,328,Europe,Western Europe,France,Puerto Rico,2015,6,13,Second Class,2,400,0.2,200
11251,28116,201506,2015,6,14,5:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11466,Europe,Southern Europe,Spain,Puerto Rico,2015,6,16,Second Class,2,400,0.02,200
15966,39889,201508,2015,8,22,1:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,205,Europe,Southern Europe,Italy,Puerto Rico,2015,8,24,Second Class,2,400,0.06,200
17876,44661,201509,2015,9,18,22:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2740,Europe,Western Europe,France,Puerto Rico,2015,9,20,Second Class,2,400,0.15,200
51046,127576,201701,2017,1,15,3:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6355,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,17,Second Class,2,400,0.05,200
57021,142627,201704,2017,4,12,8:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7049,LATAM,Central America,Mexico,Puerto Rico,2017,4,14,Second Class,2,400,0.07,200
61551,153911,201706,2017,6,17,11:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11352,LATAM,South America,Brazil,Puerto Rico,2017,6,19,Second Class,2,400,0.03,200
41505,103599,201608,2016,8,28,20:41,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2119,Africa,Southern Africa,South Africa,Puerto Rico,2016,9,3,Standard Class,4,400,0.04,200
41593,103820,201608,2016,8,30,3:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6181,Africa,East Africa,Tanzania,Puerto Rico,2016,9,3,Standard Class,4,400,0.02,200
43628,108963,201609,2016,9,28,20:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9702,Africa,North Africa,Algeria�,Puerto Rico,2016,10,2,Standard Class,4,400,0.01,200
43658,109038,201609,2016,9,29,6:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8602,Africa,North Africa,Algeria�,Puerto Rico,2016,10,3,Standard Class,4,400,0.13,200
43658,109037,201609,2016,9,29,6:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8602,Africa,North Africa,Algeria�,Puerto Rico,2016,10,3,Standard Class,4,400,0.15,200
47866,119685,201611,2016,11,29,17:14,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6996,Africa,East Africa,Kenya,Puerto Rico,2016,12,1,Standard Class,4,400,0.17,200
49208,123032,201612,2016,12,19,7:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8335,Africa,North Africa,Egypt,Puerto Rico,2016,12,23,Standard Class,4,400,0.09,200
49208,123031,201612,2016,12,19,7:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8335,Africa,North Africa,Egypt,Puerto Rico,2016,12,23,Standard Class,4,400,0.1,200
21923,54838,201511,2015,11,17,0:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5197,Pacific Asia,Oceania,Australia,Puerto Rico,2015,11,21,Standard Class,4,400,0.03,200
23511,58820,201512,2015,12,10,4:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4581,Pacific Asia,Oceania,Australia,Puerto Rico,2015,12,12,Standard Class,4,400,0.03,200
23511,58821,201512,2015,12,10,4:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4581,Pacific Asia,Oceania,Australia,Puerto Rico,2015,12,12,Standard Class,4,400,0.02,200
25503,63897,201601,2016,1,8,6:29,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8791,Pacific Asia,South Asia,India,Puerto Rico,2016,1,12,Standard Class,4,400,  -  ,200
25823,64641,201601,2016,1,12,22:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10366,Pacific Asia,Eastern Asia,Japan,Puerto Rico,2016,1,16,Standard Class,4,400,0.05,200
27688,69320,201602,2016,2,9,3:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12107,Pacific Asia,Oceania,Australia,Puerto Rico,2016,2,13,Standard Class,4,400,0.13,200
29638,74150,201603,2016,3,8,15:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,778,Pacific Asia,Southeast Asia,Thailand,Puerto Rico,2016,3,12,Standard Class,4,400,0.17,200
29883,74768,201603,2016,3,12,4:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6065,Pacific Asia,Oceania,Australia,Puerto Rico,2016,3,16,Standard Class,4,400,0.12,200
29883,74769,201603,2016,3,12,4:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6065,Pacific Asia,Oceania,Australia,Puerto Rico,2016,3,16,Standard Class,4,400,0.1,200
41576,103780,201608,2016,8,29,21:34,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8000,Pacific Asia,West Asia,Iraq,Puerto Rico,2016,8,31,Standard Class,4,400,0.03,200
41845,104452,201609,2016,9,2,19:49,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5828,Pacific Asia,West Asia,Saudi Arabia,Puerto Rico,2016,9,8,Standard Class,4,400,0.06,200
45013,112401,201610,2016,10,19,1:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11142,Pacific Asia,West Asia,Saudi Arabia,Puerto Rico,2016,10,23,Standard Class,4,400,0.06,200
49805,124508,201612,2016,12,28,0:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12238,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,3,Standard Class,4,400,0.18,200
49805,124504,201612,2016,12,28,0:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12238,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,3,Standard Class,4,400,0.2,200
17861,44624,201509,2015,9,18,17:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4985,Europe,Western Europe,Netherlands,Puerto Rico,2015,9,20,Standard Class,4,400,  -  ,200
19511,48764,201510,2015,10,12,19:13,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3119,Europe,Western Europe,France,Puerto Rico,2015,10,14,Standard Class,4,400,0.16,200
19558,48892,201510,2015,10,13,11:41,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1001,Europe,Western Europe,Germany,Puerto Rico,2015,10,17,Standard Class,4,400,0.17,200
65666,164106,201708,2017,8,16,13:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5229,Europe,Western Europe,France,Puerto Rico,2017,8,18,Standard Class,4,400,0.15,200
65833,164530,201708,2017,8,18,23:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10018,Europe,Southern Europe,Italy,Puerto Rico,2017,8,22,Standard Class,4,400,  -  ,200
67235,168047,201709,2017,9,8,11:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10185,Europe,Southern Europe,Italy,Puerto Rico,2017,9,14,Standard Class,4,400,0.07,200
67521,168807,201709,2017,9,12,15:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8883,Europe,Western Europe,France,Puerto Rico,2017,9,14,Standard Class,4,400,0.05,200
15086,37751,201508,2015,8,9,4:56,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8989,Europe,Western Europe,Austria,Puerto Rico,2015,8,11,Standard Class,4,400,0.04,200
15601,39001,201508,2015,8,16,17:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8237,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,8,18,Standard Class,4,400,0.15,200
15898,39715,201508,2015,8,21,1:25,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6442,Europe,Western Europe,France,Puerto Rico,2015,8,25,Standard Class,4,400,0.12,200
17613,44026,201509,2015,9,15,2:16,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10386,Europe,Northern Europe,Sweden,Puerto Rico,2015,9,19,Standard Class,4,400,0.17,200
19591,48978,201510,2015,10,13,23:14,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11176,Europe,Western Europe,France,Puerto Rico,2015,10,15,Standard Class,4,400,0.03,200
63806,159485,201707,2017,7,20,9:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2654,Europe,Western Europe,France,Puerto Rico,2017,7,22,Standard Class,4,400,0.06,200
63806,159486,201707,2017,7,20,9:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2654,Europe,Western Europe,France,Puerto Rico,2017,7,22,Standard Class,4,400,0.05,200
67506,168760,201709,2017,9,12,10:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8091,Europe,Southern Europe,Italy,Puerto Rico,2017,9,14,Standard Class,4,400,0.18,200
1125,2795,201501,2015,1,17,9:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7287,LATAM,South America,Argentina,Puerto Rico,2015,1,23,Standard Class,4,400,  -  ,200
1708,4248,201501,2015,1,25,22:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,87,LATAM,Central America,El Salvador,Puerto Rico,2015,1,29,Standard Class,4,400,0.06,200
2358,5906,201502,2015,2,4,9:45,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11423,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,2,8,Standard Class,4,400,0.15,200
3358,8348,201502,2015,2,19,0:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,293,LATAM,Central America,Mexico,Puerto Rico,2015,2,23,Standard Class,4,400,0.2,200
7908,19763,201504,2015,4,26,10:10,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11950,LATAM,South America,Paraguay,Puerto Rico,2015,4,30,Standard Class,4,400,0.2,200
51513,128740,201701,2017,1,21,22:56,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5371,LATAM,Central America,Mexico,Puerto Rico,2017,1,25,Standard Class,4,400,0.03,200
53928,134839,201702,2017,2,26,5:01,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6235,LATAM,Central America,Mexico,Puerto Rico,2017,3,2,Standard Class,4,400,0.1,200
59943,150021,201705,2017,5,25,0:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10358,LATAM,Central America,Mexico,Puerto Rico,2017,5,29,Standard Class,4,400,0.09,200
236,577,201501,2015,1,4,10:19,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9785,LATAM,Central America,El Salvador,Puerto Rico,2015,1,6,Standard Class,4,400,0.17,200
3156,7861,201502,2015,2,16,1:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1582,LATAM,South America,Brazil,Puerto Rico,2015,2,18,Standard Class,4,400,0.16,200
5366,13396,201503,2015,3,20,7:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5855,LATAM,Central America,Mexico,Puerto Rico,2015,3,22,Standard Class,4,400,0.1,200
5786,14408,201503,2015,3,26,10:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9783,LATAM,Caribbean,Cuba,Puerto Rico,2015,3,28,Standard Class,4,400,0.13,200
8568,21381,201505,2015,5,6,1:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12375,LATAM,South America,Argentina,Puerto Rico,2015,5,10,Standard Class,4,400,0.15,200
9393,23437,201505,2015,5,18,2:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9923,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,5,22,Standard Class,4,400,0.18,200
51828,129491,201701,2017,1,26,13:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7754,LATAM,South America,Brazil,Puerto Rico,2017,1,30,Standard Class,4,400,0.09,200
53515,133733,201702,2017,2,20,4:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7058,LATAM,Central America,Mexico,Puerto Rico,2017,2,26,Standard Class,4,400,0.12,200
57843,144734,201704,2017,4,24,8:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9521,LATAM,Central America,Panama,Puerto Rico,2017,4,28,Standard Class,4,400,0.09,200
61088,152809,201706,2017,6,10,17:29,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6484,LATAM,Central America,Nicaragua,Puerto Rico,2017,6,14,Standard Class,4,400,0.17,200
3186,7931,201502,2015,2,16,11:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9879,LATAM,Central America,El Salvador,Puerto Rico,2015,2,18,Standard Class,4,400,0.03,200
29206,73069,201603,2016,3,2,7:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12059,Pacific Asia,Oceania,Australia,Puerto Rico,2016,3,4,Standard Class,4,400,0.04,200
29206,73071,201603,2016,3,2,7:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12059,Pacific Asia,Oceania,Australia,Puerto Rico,2016,3,4,Standard Class,4,400,0.03,200
39375,98311,201607,2016,7,28,18:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6746,North America,South of  USA,USA,Puerto Rico,2016,8,3,Standard Class,4,400,0.2,200
53596,133959,201702,2017,2,21,8:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1533,LATAM,South America,Venezuela,Puerto Rico,2017,2,23,Standard Class,4,400,0.16,200
57813,144655,201704,2017,4,23,22:07,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5787,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2017,4,27,Standard Class,4,400,0.18,200
61515,153826,201706,2017,6,16,23:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2706,LATAM,South America,Brazil,Puerto Rico,2017,6,22,Standard Class,4,400,0.17,200
63645,159086,201707,2017,7,18,1:19,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8957,Europe,Western Europe,France,Puerto Rico,2017,7,24,Standard Class,4,400,0.03,200
65531,163787,201708,2017,8,14,14:04,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4311,Europe,Western Europe,France,Puerto Rico,2017,8,16,Standard Class,4,400,0.09,200
5938,14774,201503,2015,3,28,15:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9765,LATAM,Central America,Mexico,Puerto Rico,2015,4,1,Standard Class,4,400,0.05,200
17096,42750,201509,2015,9,7,13:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5335,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,9,Standard Class,4,400,0.09,200
17393,43469,201509,2015,9,11,21:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6787,Europe,Western Europe,France,Puerto Rico,2015,9,15,Standard Class,4,400,0.15,200
17858,44616,201509,2015,9,18,16:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4651,Europe,Western Europe,France,Puerto Rico,2015,9,22,Standard Class,4,400,0.01,200
19853,49610,201510,2015,10,17,19:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5414,Europe,Northern Europe,Finland,Puerto Rico,2015,10,21,Standard Class,4,400,0.09,200
19871,49662,201510,2015,10,18,1:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5385,Europe,Western Europe,France,Puerto Rico,2015,10,20,Standard Class,4,400,0.02,200
23693,59281,201512,2015,12,12,20:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4574,Pacific Asia,Oceania,Australia,Puerto Rico,2015,12,16,Standard Class,4,400,0.13,200
25075,62837,201601,2016,1,2,0:32,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10610,Pacific Asia,Eastern Asia,China,Puerto Rico,2016,1,8,Standard Class,4,400,0.07,200
27098,67900,201601,2016,1,31,13:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4356,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,2,4,Standard Class,4,400,0.13,200
27098,67899,201601,2016,1,31,13:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4356,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,2,4,Standard Class,4,400,0.15,200
35055,87551,201605,2016,5,26,16:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9972,North America,West of USA,USA,Puerto Rico,2016,6,1,Standard Class,4,400,0.01,200
35383,88381,201605,2016,5,31,11:53,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1092,North America,West of USA,USA,Puerto Rico,2016,6,4,Standard Class,4,400,0.09,200
37693,94083,201607,2016,7,4,5:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4859,North America,East of USA,USA,Puerto Rico,2016,7,8,Standard Class,4,400,0.1,200
41078,102557,201608,2016,8,22,15:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9774,North America,East of USA,USA,Puerto Rico,2016,8,26,Standard Class,4,400,0.07,200
43293,108164,201609,2016,9,23,23:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8526,Africa,Southern Africa,South Africa,Puerto Rico,2016,9,27,Standard Class,4,400,0.1,200
43978,109847,201610,2016,10,3,23:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4171,Africa,Southern Africa,South Africa,Puerto Rico,2016,10,7,Standard Class,4,400,0.16,200
47845,119632,201611,2016,11,29,9:53,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5733,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,12,5,Standard Class,4,400,0.25,200
49388,123448,201612,2016,12,21,22:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2451,Africa,West Africa,Nigeria,Puerto Rico,2016,12,25,Standard Class,4,400,0.05,200
55693,139304,201703,2017,3,23,23:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6671,LATAM,Central America,El Salvador,Puerto Rico,2017,3,27,Standard Class,4,400,0.18,200
57995,145107,201704,2017,4,26,13:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5047,LATAM,Central America,Honduras,Puerto Rico,2017,5,2,Standard Class,4,400,0.13,200
65626,164007,201708,2017,8,15,23:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6726,Europe,Western Europe,Germany,Puerto Rico,2017,8,17,Standard Class,4,400,0.01,200
75,188,201501,2015,1,2,1:55,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2505,LATAM,Central America,Mexico,Puerto Rico,2015,1,8,Standard Class,4,400,  -  ,200
555,1385,201501,2015,1,9,2:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,976,LATAM,Central America,Mexico,Puerto Rico,2015,1,15,Standard Class,4,400,0.05,200
1161,2877,201501,2015,1,17,22:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1657,LATAM,South America,Argentina,Puerto Rico,2015,1,19,Standard Class,4,400,0.16,200
1306,3231,201501,2015,1,20,1:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11672,LATAM,South America,Argentina,Puerto Rico,2015,1,22,Standard Class,4,400,0.18,200
1751,4366,201501,2015,1,26,13:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1987,LATAM,South America,Brazil,Puerto Rico,2015,1,28,Standard Class,4,400,0.15,200
1751,4367,201501,2015,1,26,13:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1987,LATAM,South America,Brazil,Puerto Rico,2015,1,28,Standard Class,4,400,0.13,200
3138,7809,201502,2015,2,15,19:01,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5537,LATAM,Central America,Mexico,Puerto Rico,2015,2,19,Standard Class,4,400,0.01,200
6151,15377,201503,2015,3,31,18:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3618,LATAM,Central America,Mexico,Puerto Rico,2015,4,2,Standard Class,4,400,0.04,200
13645,34185,201507,2015,7,19,4:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9339,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,7,25,Standard Class,4,400,0.06,200
13808,34591,201507,2015,7,21,13:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6720,Europe,Southern Europe,Spain,Puerto Rico,2015,7,25,Standard Class,4,400,0.06,200
13931,34863,201507,2015,7,23,8:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,287,Europe,Northern Europe,Finland,Puerto Rico,2015,7,25,Standard Class,4,400,0.01,200
19055,47628,201510,2015,10,6,3:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1149,Europe,Southern Europe,Spain,Puerto Rico,2015,10,12,Standard Class,4,400,0.18,200
19505,48741,201510,2015,10,12,17:07,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9499,Europe,Western Europe,Austria,Puerto Rico,2015,10,18,Standard Class,4,400,0.25,200
19508,48754,201510,2015,10,12,18:10,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6809,Europe,Southern Europe,Italy,Puerto Rico,2015,10,16,Standard Class,4,400,0.17,200
19953,49875,201510,2015,10,19,6:04,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3677,Europe,Western Europe,France,Puerto Rico,2015,10,23,Standard Class,4,400,0.06,200
21606,54020,201511,2015,11,12,9:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8432,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,11,14,Standard Class,4,400,0.12,200
23641,59150,201512,2015,12,12,2:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3371,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2015,12,14,Standard Class,4,400,0.09,200
25571,64047,201601,2016,1,9,6:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4092,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,1,11,Standard Class,4,400,0.2,200
25648,64236,201601,2016,1,10,9:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3498,Pacific Asia,Oceania,Australia,Puerto Rico,2016,1,14,Standard Class,4,400,0.2,200
27691,69330,201602,2016,2,9,5:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6599,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2016,2,11,Standard Class,4,400,0.1,200
31003,77491,201603,2016,3,28,13:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11631,Pacific Asia,Oceania,New zealand,Puerto Rico,2016,4,1,Standard Class,4,400,0.17,200
